#TYPE Microsoft.Azure.Commands.Compute.Models.PSVirtualMachineList
"ResourceGroupName","Id","VmId","Name","Type","Location","LicenseType","Tags","AvailabilitySetReference","DiagnosticsProfile","Extensions","HardwareProfile","InstanceView","NetworkProfile","OSProfile","Plan","ProvisioningState","StorageProfile","DisplayHint","Identity","Zones","FullyQualifiedDomainName","AdditionalCapabilities","RequestId","StatusCode"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMSPS300","2efce10a-1ee3-4e35-8f7e-221b30b82a05","VAAZTIAMSPS300","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMSPS301","cedf9030-7898-43f9-9916-12b7e0c45abd","VAAZTIAMSPS301","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMTPM300","d84ae1a8-5144-41d8-931f-9ba6b64f6cc6","VAAZTIAMTPM300","Microsoft.Compute/virtualMachines","usgovtexas",,"System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMTPM301","a67853ec-efd6-4778-b120-99dfffee19ee","VAAZTIAMTPM301","Microsoft.Compute/virtualMachines","usgovtexas",,"System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMUTL300","b75456ff-423a-4bb3-9672-7817243033a5","VAAZTIAMUTL300","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMWEB300","2fc1d115-3f55-4096-bf34-239ddc60bce1","VAAZTIAMWEB300","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMWEB301","ec172273-7a0a-4cb6-a529-45eaf5bc0a81","VAAZTIAMWEB301","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMWEB302","c8b13e4e-5c21-4bdb-8f2e-d116a9bf6402","VAAZTIAMWEB302","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMWEB303","9dc44a97-7951-4351-8801-b038a758b6a0","VAAZTIAMWEB303","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
"ACSPREPRODDR-PROD-INT-SOUTH-RG","/subscriptions/3b091b7b-37d8-4f17-aa4d-6fddfc5dd7c5/resourceGroups/ACSPREPRODDR-PROD-INT-SOUTH-RG/providers/Microsoft.Compute/virtualMachines/VAAZTIAMWEB304","457df385-dc62-476e-9d4d-367e6ba548dc","VAAZTIAMWEB304","Microsoft.Compute/virtualMachines","usgovtexas","Windows_Server","System.Collections.Generic.Dictionary`2[System.String,System.String]","Microsoft.Azure.Management.Compute.Models.SubResource","Microsoft.Azure.Management.Compute.Models.DiagnosticsProfile","System.Collections.Generic.List`1[Microsoft.Azure.Management.Compute.Models.VirtualMachineExtension]","Microsoft.Azure.Management.Compute.Models.HardwareProfile",,"Microsoft.Azure.Management.Compute.Models.NetworkProfile","Microsoft.Azure.Management.Compute.Models.OSProfile",,"Succeeded","Microsoft.Azure.Management.Compute.Models.StorageProfile","Compact",,"System.Collections.Generic.List`1[System.String]",,,"7023ed38-7a1d-4556-aff3-6178eeff5f49","OK"
